English (I/J and U/V merged)
0,A,0.08167
1,B,0.01492
2,C,0.02782
3,D,0.04253
4,E,0.12702
5,F,0.02228
6,G,0.02015
7,H,0.06094
8,I,0.07119
9,K,0.00772
10,L,0.04025
11,M,0.02406
12,N,0.06749
13,O,0.07507
14,P,0.01929
15,Q,0.00095
16,R,0.05987
17,S,0.06327
18,T,0.09056
19,U,0.03736
20,W,0.02360
21,X,0.00150
22,Y,0.01974
23,Z,0.00074
